AcresBurned,RunSumAcresBurned,ArchiveYear,Counties,Started,Extinguished,Fatalities,Injuries,Latitude,Longitude,Location,MajorIncident,Name,PersonnelInvolved,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
34,1198192,2018,Kern,2018-08-17,2019-01-04,Unknown,,35.17156,-118.51651,"off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi",FALSE,Marcel Fire,,,Unknown,,,
30,1198222,2018,Contra Costa,2018-08-17,2019-01-04,Unknown,,37.99618,-122.14097,"off Highway 4 and Alhambra Ave, Martinez",FALSE,Alhambra Fire,,,Unknown,,,
367,1198589,2018,Kern,2018-08-18,2019-01-04,Unknown,,35.51777778,-118.6525,"off Cow Flat Road and Highway 178, west of Lake Isabella",FALSE,Call Fire,,,Unknown,,,
155,1198744,2018,Shasta,2018-08-19,2019-01-04,Unknown,,40.36888889,-122.8905556,"off Highway 36 west and Beegum Gorge road, Platina area",FALSE,Gorge Fire,,,Unknown,,,
1014,1199758,2018,Santa Barbara,2018-08-19,2018-08-29,Unknown,,35.11416667,-120.0922222,off Highway 166 and Sierra Madre Road,FALSE,Front Fire,,,Unknown,,,
10,1199768,2018,Riverside,2018-08-19,2019-01-04,Unknown,,33.627006,-117.171731,off Scenic View Drive and Keller Road,FALSE,Keller Fire,,,Unknown,,,
23,1199791,2018,Riverside,2018-08-22,2019-01-04,Unknown,,33.946896,-117.066643,"Hwy 60 and Jack Rabbit Trail, Beaumont",FALSE,Land Fire,,,Unknown,,,
289,1200080,2018,Madera,2018-08-23,2019-01-04,Unknown,,37.197039,-120.002619,"Road 29 & Road 607, southwest of Eastman Lake",FALSE,Eastman Fire,,,Unknown,,,
32,1200112,2018,Riverside,2018-08-25,2019-01-04,Unknown,,33.97902,-117.20534,off High Country Drive in Moreno Valley,FALSE,Country Fire,,,Unknown,,,
48,1200160,2018,Alameda,2018-08-26,2019-01-04,Unknown,,37.69926,-122.02805,"I 580 and Paloverde Rd., Castro Valley",FALSE,Castro Fire,,,Unknown,,,
103,1200263,2018,Lake,2018-08-26,2019-01-04,Unknown,,39.02017,-122.57496,"Hwy 20 and New Long Valley Rd, Clear Lake Oaks          ",FALSE,Cache Fire,,,Unknown,,,
36,1200299,2018,Riverside,2018-08-27,2019-01-04,Unknown,,33.640051,-117.085354,"Hidden Falls Road, Winchester",FALSE,Winchester Fire,,,Unknown,,,
88,1200387,2018,Madera,2018-08-27,2019-01-04,Unknown,,37.179167,-119.431667,"Mammoth Road, 29 miles north of Clovis",FALSE,Redinger Fire,,,Unknown,,,
60,1200447,2018,Lake,2018-08-30,2019-01-04,Unknown,,38.8275,-122.3625,"off Knoxville Road and Knoxville Devilhead Road, Knoxville",FALSE,Grade Fire,,,Unknown,,,
125,1200572,2018,San Bernardino,2018-08-31,2019-01-04,Unknown,,34.15475,-117.244366,"Sterling Ave and Foothill Dr, City of San Bernardino",FALSE,Sterling,,,Unknown,,,
172,1200744,2018,Santa Barbara,2018-09-01,2019-01-04,Unknown,,34.576944,-119.61416,"Pie Canyon Rd and Mono-Alamar Rd, NE of Gibraltar Reservoir",FALSE,Ogilvy Fire,,,Unknown,,,
36,1200780,2018,Lake,2018-09-02,2019-01-04,Unknown,,38.981389,-122.97222,"Highland Springs Rd & Old Toll Rd, Kelseyville",FALSE,Ridge Fire,,,Unknown,,,
15,1200795,2018,Modoc,2018-09-02,2019-01-04,Unknown,,41.52123,-120.72362,"East of Essex Reservoir, northeast of Canby.",FALSE,Essex Fire,,,Unknown,,,
24,1200819,2018,Lake,2018-09-03,2019-01-04,Unknown,,38.91842,-122.85276,"Kelsey Creek Rd & Conklin Ln, Kelseyville",TRUE,Kelsey Fire,,,Unknown,,,
1120,1201939,2018,Placer,2018-09-03,2018-09-16,Unknown,,39.268611,-120.658333,"North Fork Campground, south of Emigrant Gap",TRUE,North Fire,,,Unknown,,,
6974,1208913,2018,Mono,2018-09-04,2018-09-15,Unknown,,38.347395,-119.45186,"Hwy 395 & Hwy 108, Sonora Junction",FALSE,Boot Fire,,,Unknown,,,
13,1208926,2018,Shasta,2018-09-04,2019-01-04,Unknown,,40.678889,-122.400556,"Ranchera Road and Hill Boulevard, Shasta Lake City",FALSE,Ranchera Fire,,,Unknown,,,
150,1209076,2018,El Dorado,2018-09-04,2019-01-04,Unknown,,38.94388,-120.92611,"Sliger Mine Rd and Hida Way, northwest of Georgetown",TRUE,Sliger Fire,,,Unknown,,,5
1751,1210827,2018,Trinity,2018-09-04,2018-09-17,Unknown,,40.616251,-123.52019,"Kerlin Creek, west of Hyampom",FALSE,Kerlin Fire,,,Unknown,,,
63311,1274138,2018,Shasta,2018-09-05,2018-10-07,Unknown,,40.9425,-122.43,"I-5 and Lamoine, 2 miles NW of Lakehead ",FALSE,Delta Fire,,,42,,,
573,1274711,2018,Tuolumne,2018-09-08,2019-01-04,Unknown,,37.83388,-120.61746,"Hwy 108 and Tulloch Road, east of Oakdale",FALSE,Tulloch Fire,,,Unknown,,,
2490,1277201,2018,Napa,2018-09-08,2018-09-15,Unknown,,38.69601,-122.44468,"off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown",TRUE,Snell Fire,,,Unknown,,,
166,1277367,2018,Los Angeles,2018-09-09,2019-01-04,Unknown,,34.2325,-117.846111,"East Fork Rd & San Gabriel Canyon Rd, Azusa",FALSE,Fork Fire,,,Unknown,,,
152,1277519,2018,Marin,2018-09-10,2019-01-04,Unknown,,38.02447,-122.727,"Samuel P Taylor State Park, northwest of the Community of Lagunitas",TRUE,Irving Fire,,,Unknown,,,
200,1277719,2018,Kern,2018-09-12,2019-01-04,Unknown,,34.91482,-118.92485,"southbound I-5, south of Grapevine Rd.",FALSE,Water Fire,,,Unknown,,,
400,1278119,2018,Monterey,2018-09-13,2019-01-04,Unknown,,36.35502,-121.1563,"Metz Road and Topo Road, east of Greenfield",FALSE,Metz Fire,,,Unknown,,,
25,1278144,2018,Riverside,2018-09-14,2019-01-04,Unknown,,33.80406,-116.93188,"off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba ",FALSE,Soboba Fire,,,Unknown,,,
51,1278195,2018,San Luis Obispo,2018-09-16,2019-01-04,Unknown,,35.30151,-120.64398,"off Reservoir Canyon Road and Highway 101, east of San Luis Obispo",FALSE,Reservoir Fire,,,Unknown,,,
12,1278207,2018,El Dorado,2018-09-20,2019-01-04,Unknown,,38.7448,-120.65672,Meyers Rd in Camino,TRUE,Meyers Fire,,,4,,,
3380,1281587,2018,Los Angeles,2018-09-22,2018-10-01,Unknown,,34.48229,-118.60858,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",FALSE,Charlie Fire,,,Unknown,,,
53,1281640,2018,Lassen,2018-09-22,2019-01-04,Unknown,,40.33642,-120.93005,"McKenzie Meadows and Hwy 36, 15 miles west of Susanville",FALSE,Copper Fire,,,Unknown,,,
360,1282000,2018,Madera,2018-09-22,2019-01-04,Unknown,,37.38789,-119.68912,"Lonesome Oak Ln and Bissett Station Rd, Ahwahnee",TRUE,Oak Fire,,,Unknown,,,
30,1282030,2018,Santa Clara,2018-09-23,2019-01-04,Unknown,,37.33563,-121.75815,"Quimby Rd & Borden Dr, East San Jose ",FALSE,Quimby Fire,,,Unknown,,,
33,1282063,2018,Butte,2018-09-24,2019-01-04,Unknown,,39.84151,-121.62168,"Nimshew Rd & Centerville Rd, Magalia",TRUE,Nimshew Fire,83,,Unknown,,,4
53,1282116,2018,San Bernardino,2018-09-26,2019-01-04,Unknown,,34.24138,-117.42431,"Cajon Blvd and Kenwood Ave, Devore",TRUE,Keenbrook Fire,,,Unknown,,,
261,1282377,2018,Tehama,2018-09-28,2019-01-04,Unknown,,40.34256,-121.43025,"Wilson Lake Rd and Lost Creek Rd, 10 miles NW of Chester  ",FALSE,Wilson Fire,,,Unknown,,,
76,1282453,2018,Shasta,2018-09-28,2019-01-04,Unknown,,40.5939,-122.17173,"Oak Run Rd and Little Ridge Rd, Palo Cedro",TRUE,Silver Fire,,,1,,,
80,1282533,2018,San Luis Obispo,2018-09-29,2019-01-04,Unknown,,-120.258,-120.258,"Gillis Canyon Road and San Juan Road, east of Paso Robles",FALSE,Shandon Fire,,,Unknown,,,
150,1282683,2018,Monterey,2018-10-02,2019-01-04,Unknown,,35.97677,-121.24898,"Nacimiento Fergusson Rd, west of Jolon",FALSE,Nacimiento Fire,,,Unknown,,,
32,1282715,2018,Fresno,2018-10-02,2019-01-04,Unknown,,36.938674,-119.3127769," Bobs Flat Trail, 3 miles north of Trimmer",FALSE,Eagle Fire,,,Unknown,,,
3889,1286604,2018,Tehama,2018-10-07,2018-10-12,Unknown,,40.22027778,-122.18,"Hwy 36 and Sunriver Road, east of Red Bluff",TRUE,Sun Fire,196,,Unknown,,,
63,1286667,2018,Santa Clara,2018-10-07,2019-01-04,Unknown,,37.1769444,-121.6869444,"Monterey Road and Coyote Creek Golf Drive, north of Morgan Hill",FALSE,Park Fire,,,Unknown,,,
4500,1291167,2018,Solano,2018-10-07,2018-11-09,Unknown,,0,0,"Branscombe Road south of Hwy 12, Suisun City",FALSE,Branscombe Fire,,,Unknown,,,
15,1291182,2018,Siskiyou,2018-10-10,2019-01-04,Unknown,,41.94046,-122.43933,1 mile northwest of Iron Gate Dam,FALSE,Iron Gate Fire,,,Unknown,,,
160,1291342,2018,Solano,2018-10-12,2019-01-04,Unknown,,38.45673,-121.94658,"Winters Rd & Allendale Rd, south of Winters",FALSE,Winters Fire,,,Unknown,,,
167,1291509,2018,Monterey,2018-10-13,2019-01-04,Unknown,,36.18401,-120.69955," Hwy 198 & Priest Valley Rd, east of San Lucas",FALSE,Priest Fire,,,Unknown,,,
12,1291521,2018,Shasta,2018-10-14,2019-01-04,Unknown,,40.49618,-122.51597,"Cloverdale & Clear Creek, Near the community of Igo",FALSE,Tower Fire,,,Unknown,,,
38,1291559,2018,Shasta,2018-10-14,2019-01-04,Unknown,,40.60866,-122.38366,"Lake Blvd & Masonic Ave, Redding",FALSE,Masonic Fire,,,Unknown,,,
10,1291569,2018,Butte,2018-10-15,2019-01-04,Unknown,,39.93427,-121.54103,"Upper Powellton Rd and Skyway, north of Stirling City",FALSE,Powellton Fire,,,Unknown,,,
58,1291627,2018,San Luis Obispo,2018-10-19,2019-01-04,Unknown,,35.17693,-120.48861,Off Lopez Drive east of Arroyo Grande,FALSE,Camino Fire,,,Unknown,,,
120,1291747,2018,Tulare,2018-10-24,2019-01-04,Unknown,,36.47766,-119.10433,"Road 208 and Avenue 380, 5 miles north of Woodlake",FALSE,Market Fire,,,Unknown,,,
550,1292297,2018,Butte,2018-10-30,2019-01-04,Unknown,,39.36529,-121.51707,"Four Junes Way and Palermo, south of Palermo ",FALSE,June Fire,,,Unknown,,,
17,1292314,2018,Santa Cruz,2018-11-03,2019-01-04,Unknown,,37.0125,-122.046,"off Highway 9 and Rincon Crossing, north of Santa Cruz  ",TRUE,Rincon Fire,,,Unknown,,,
60,1292374,2018,Tehama,2018-11-05,2019-01-04,Unknown,,40.346652,-122.308479,"off Adams Road at Barr Lane, southwest of Cottonwood ",FALSE,Adams Fire,,,Unknown,,,
153336,1445710,2018,Butte,2018-11-08,2018-11-25,85,3,39.8134,-121.4347,Pulga Road at Camp Creek Road near Jarbo Gap,TRUE,Camp Fire,1065,,18804,,,3
88,1445798,2018,Lassen,2018-11-08,2019-01-04,Unknown,,40.83116,-120.19336,"Horn Road and Mail Route Road, 9 miles southeast of Termo  ",FALSE,Horn Fire,,,Unknown,,,
35,1445833,2018,Mendocino,2018-11-08,2019-01-04,Unknown,,39.62194,-123.28774,"near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo",FALSE,Brushy Fire,,,Unknown,,,
1500,1447333,2018,Solano,2018-11-08,2018-11-27,0,,38.21396,-121.9424,"off Highway 12 and Nurse Blue Road, Suisun City",FALSE,Nurse Fire,,,Unknown,,,
4531,1451864,2018,Ventura,2018-11-08,2018-11-15,0,,34.22685,-118.93444,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley",TRUE,Hill Fire,,4,4,,,
96949,1548813,2018,Los Angeles,2018-11-08,2018-11-22,3,0,34.235,-118.70128,"E Street and Alfa Road Rd, South of Simi Valley",TRUE,Woolsey Fire,,341,1643,,,
186,1548999,2018,Ventura,2018-11-12,2019-01-04,Unknown,,34.26734825,-118.6438159,"off Highway 118 and Rocky Peak Road, east of Simi Valley",FALSE,Peak Fire,,,Unknown,,,
10,1549009,2018,Humboldt,2018-11-12,2019-01-04,Unknown,,40.888785,-124.001849,off Highway 299 in the area of Green Hill,FALSE,Green Hill Fire,,,Unknown,,,
147,1549156,2018,San Bernardino,2018-11-13,2019-01-04,Unknown,,34.18075,-117.43184,off Sierra Ave and Riverside Ave,FALSE,Sierra Fire,,,Unknown,,,
20,1549176,2018,Alameda,2018-11-14,2019-01-04,Unknown,,37.61158,-121.94182," off Palomares Road Niles Canyon Road, northwest of Sunol",FALSE,Niles Fire,,,Unknown,,,
150,1549326,2018,Ventura,2018-11-15,2019-01-04,Unknown,,34.30166667,-119.0991667,"off Shell Road and Orr Road, Santa Paula",FALSE,Briggs Fire,,,Unknown,,,
20,1549346,2018,Contra Costa,2018-11-15,2019-01-04,Unknown,,37.81111,-121.7944,"Off Morgan Territory Rd & Storybook Ln, east of San Ramon",FALSE,Morgan Fire,,,Unknown,,,
10,1549356,2018,Santa Cruz,2018-11-16,2019-01-04,Unknown,,37.12857,-122.12036,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",FALSE,Bear Fire ,,,Unknown,,,
0,1549356,2018,Butte,2018-11-29,2019-01-04,Unknown,,39.71217,-121.77385,"Lower Skyway and Lower Honey Run, Between Chico and Paradise ",TRUE,Honey Flooding,,,Unknown,,,
0,1549356,2018,,2018-12-31T59:59:59Z,2018-12-31T59:59:59Z,0,,,,,,,,,Unknown,,,
0,0,2019,,2019-01-01,2019-01-01,0,,,,,,,,,Unknown,,,
30,30,2019,Humboldt,2019-01-01,2019-01-15,Unknown,,40.61805556,-123.6755556,"Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek",FALSE,Pilot Fire,,,Unknown,,,
30,60,2019,Riverside,2019-04-09,2019-04-10,Unknown,,0,0,"Hwy 111 and Tramway Rd, Palm Springs",FALSE,Girasol Fire,,,Unknown,,,
161,221,2019,Kings,2019-04-28,2019-06-24,Unknown,,35.81778,-120.09715,"Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)",FALSE,York Fire,,,Unknown,,,
10,231,2019,Butte,2019-04-30,2019-05-08,Unknown,,39.83958,-121.957,"Off Hamilton Nord Cana Hwy & Cana Hwy, northeast of Chico",FALSE,Cana Fire,,,Unknown,,,
115,346,2019,Kern,2019-04-30,2019-05-08,Unknown,,35.65189,-118.92545,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",FALSE,Woody Fire,,,Unknown,,,
50,396,2019,Butte,2019-05-01,2019-05-08,Unknown,,39.85484,-121.905,"Off Munjar Rd, north of Chico",TRUE,Meridian Fire,,,Unknown,,,
172,568,2019,Kern,2019-05-03,2019-05-08,Unknown,,35.03855,-119.19454,Off Highway 166 at Wind Wolves Preserve,FALSE,Vulcan Fire,,,Unknown,,,
2500,3068,2019,Kern,2019-05-07,2019-05-09,Unknown,,35.72057,-119.62762,"off Twisselmen Road, in the Kern National Wildlife Refuge,15 miles west of Delano",FALSE,Refuge Fire,,,Unknown,,,
65,3133,2019,Placer,2019-05-10,2019-05-24,Unknown,,39.11536,-120.76088,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",FALSE,Sugar Fire,,,Unknown,,,
22,3155,2019,San Diego,2019-05-13,2019-05-19,Unknown,,32.557566,-116.8663,off Tin Can Canyon along the border in Otay Mesa,FALSE,Border Fire,,,Unknown,,,
130,3285,2019,Riverside,2019-05-18,2019-05-24,Unknown,,33.650237,-116.172534,"off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella",FALSE,Shady Fire,,,Unknown,,,
63,3348,2019,Tehama,2019-05-20,2019-05-24,Unknown,,39.98097,-122.30737,"Paskenta Rd and Canal View Road, northwest of Corning",FALSE,Paskenta Fire,,,Unknown,,,
26,3374,2019,Riverside,2019-05-20,2019-05-24,Unknown,,33.81678,-117.18194,"Off Foothill Avenue & Orange Avenue, in Nuevo",FALSE,Foothill Fire,,,Unknown,,,
835,4209,2019,San Luis Obispo,2019-05-29,2019-06-03,Unknown,,35.30759,-119.96498,"Belmont & Costa Mesa Rd, In California Valley",FALSE,Belmont Fire,,,Unknown,,,
121,4330,2019,Fresno,2019-05-29,2019-06-05,Unknown,,36.66909,-119.3046," S. Hills Valley Road, north of Orange Cove",FALSE,Hill Fire,,,Unknown,,,
55,4385,2019,Riverside,2019-05-29,2019-06-24,Unknown,,33.57039,-116.1466,Off Avenue 66 in Thermal,FALSE,66 Fire,,,Unknown,,,
45,4430,2019,Riverside,2019-05-30,2019-06-03,Unknown,,33.69078,-114.57265,"Near the Intersection of Highway 95 and 2nd Avenue, in Blythe",FALSE,Diversion Fire,,,Unknown,,,
144,4574,2019,Santa Clara,2019-05-30,2019-06-11,Unknown,,37.45899,-121.22093,"Off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson",FALSE,Canyon Fire,,,Unknown,,,
155,4729,2019,Tulare,2019-06-01,2019-06-11,Unknown,,36.28001,-119.10974,"Off Spruce Rd & Myer Dr, east of Exeter",FALSE,Spruce Fire,,,Unknown,,,
257,4986,2019,Tulare,2019-06-02,2019-06-11,Unknown,,36.18479,-118.99229,"Off Rd 256 & Ave 220, east of Strathmore",FALSE,Citrus Fire,,,Unknown,,,
33,5019,2019,Tulare,2019-06-03,2019-06-04,Unknown,,36.23012,-118.85712,off of Yokohl Drive in Tulare County ,FALSE,Yokohl Fire,,,Unknown,,,
25,5044,2019,Tulare,2019-06-03,2019-06-11,Unknown,,36.14246,-118.80582,Off of Balch Park Rd in Springville,FALSE,Bear Fire,,,Unknown,,,
1127,6171,2019,San Luis Obispo,2019-06-05,2019-06-11,Unknown,,35.343761,-119.913717,"off Highway 58 and Boulder Creek Road, California Valley",FALSE,Boulder Fire,,,Unknown,,,
23,6194,2019,Contra Costa,2019-06-06,2019-06-11,Unknown,,38.02503,-121.9763,"Highway 4 and Willow Pass Rd, 2 miles west of Bay Point",FALSE,Willow Fire,,,Unknown,,,
27,6221,2019,Placer,2019-06-07,2019-06-11,Unknown,,38.75263,-121.39259,Watt Ave near Baseline Road ,FALSE,Watt Fire,,,Unknown,,,
24,6245,2019,Solano,2019-06-07,2019-06-17,Unknown,,38.21416,-122.12214,Cordelia Road and Link Road ,FALSE,Nelson Fire ,,,Unknown,,,
600,6845,2019,Stanislaus,2019-06-07,2019-06-11,Unknown,,37.25988,-121.09375,"Interstate 5 and Pete Miller Road, southwest of Newman",FALSE,Stuhr Fire,,,Unknown,,,
70,6915,2019,Yuba,2019-06-08,2019-06-17,Unknown,,39.15641,-121.56363,"Highway 20 & E 22nd Street, in Marysville",FALSE,Levee Fire,,,Unknown,,,
1350,8265,2019,Sutter,2019-06-08,2019-06-17,Unknown,,39.28926,-121.85906,"North Butte Rd & West Butte Rd, northeast of Colusa",FALSE,West Butte Fire,,,Unknown,,,
50,8315,2019,Napa,2019-06-08,2019-06-17,Unknown,,38.63047,-122.47282,"Pope Valley Rd, northeast of Calistoga",FALSE,Ink Fire,,,Unknown,,,
2512,10827,2019,Yolo,2019-06-08,2019-06-17,Unknown,2,38.88978,-122.23922,Guinda,TRUE,Sand Fire,,,7,,,
210,11037,2019,Santa Clara,2019-06-09,2019-06-11,Unknown,,37.21638,-121.70768,"Malech Rd & Bailey Rd, South San Jose",FALSE,Malech Fire,,,Unknown,,,
120,11157,2019,San Luis Obispo,2019-06-10,2019-06-11,Unknown,,35.57376,-120.11738,Bitterwater Road East of Paso Robles,FALSE,Bitter Fire ,,,Unknown,,,
15,11172,2019,San Diego,2019-06-10,2019-06-24,Unknown,,33.30267,-116.97772,Highway 76 and Pauma Valley Road ,FALSE,Pauma Fire,,,Unknown,,,
35,11207,2019,Santa Clara,2019-06-10,2019-06-17,Unknown,,37.44422,-121.84082,Calaveras Road and Weller Road East of Milpitas,FALSE,Calaveras Fire ,,,Unknown,,,
47,11254,2019,Tulare,2019-06-10,2019-06-11,Unknown,,35.89593,-118.94106,Off Mountain Road 56 East of Ducor ,FALSE,Springs Fire,,,Unknown,,,
1764,13018,2019,San Luis Obispo,2019-06-12,2019-06-24,Unknown,,35.66318,-120.41128,"Highway 46 East and McMillan Canyon Road, North of Shandon",FALSE,McMillan Fire,,,Unknown,,,
43,13061,2019,Monterey,2019-06-12,2019-06-17,Unknown,,35.97059,-120.88241,near San Ardo,FALSE,Ardo Fire,,,Unknown,,,
17,13078,2019,Siskiyou,2019-06-14,2019-06-17,Unknown,,41.64895,-122.35962,"Rocky Rd and Harry Cash Rd, 9 miles east of Grenada ",FALSE,Rocky Fire,,,Unknown,,,
17,13095,2019,Butte,2019-06-15,2019-06-24,Unknown,,39.76242,-121.73659,Humboldt Road and Highway 32,FALSE,32 Fire,,,Unknown,,,
10,13105,2019,Siskiyou,2019-06-16,2019-06-21,Unknown,,41.94622,-122.40157,"Deer Run Road, east of Iron Gate Reservoir",FALSE,IronGate Fire,,,Unknown,,,
207,13312,2019,Siskiyou,2019-06-17,2019-06-24,Unknown,,39.28926,-121.85906,"off Highway 96 and Lumgrey Road, West of Gottsville",FALSE,Lumgrey Fire,,,Unknown,,,
120,13432,2019,San Diego,2019-06-20,2019-06-21,Unknown,,33.39684,-117.29665,"one mile west of the DeLuz gate, Camp Pendleton",TRUE,Weisgarber Fire,,,Unknown,,,
525,13957,2019,Riverside,2019-06-21,2019-06-24,Unknown,,33.919507,-117.103765,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",FALSE,Jerry Fire,,,Unknown,,,
30,13987,2019,Alameda,2019-06-21,2019-06-24,Unknown,,37.75427,-121.57382,off Grant Line Rd and Mountain House Rd,FALSE,Mountain Fire,,,Unknown,,,
46,14033,2019,Tehama,2019-06-22,2019-06-24,Unknown,,39.97083,-122.48277,"off Corning Road and Paskenta Road, West of Corning",FALSE,Paskenta Fire,,,Unknown,,,
80,14113,2019,Yuba,2019-06-24,2019-06-24,Unknown,,39.24678,-121.32399,"off Scott Forbes Rd, 5 miles east of Browns Valley",FALSE,Scott Fire,,,Unknown,,,
80,14193,2019,Yuba,2019-06-25,2019-06-25,Unknown,,39.24678,-121.32399,"off Scott Forbes Rd, 5 miles east of Browns Valley",FALSE,Scott Fire,,,Unknown,,,
2422,16615,2019,Stanislaus,2019-06-26,2019-06-27,Unknown,,37.46577,-121.28312,"Del Puerto Canyon Rd, east of Patterson  ",FALSE,Rock Fire,,,Unknown,,,
2546,19161,2019,Monterey,2019-06-26,2019-06-26,Unknown,,36.28426,-120.94771,"Lonoak Rd & Airline Hwy, East of King City  ",FALSE,Lonoak Fire,,,Unknown,,,
90,19251,2019,Shasta,2019-06-26,2019-06-26,Unknown,,40.41404,-122.66779,"Trinity Alps Vista Road and Bland Road, southwest of Ono",FALSE,Trinity Fire,,,Unknown,,,
17,19268,2019,Santa Clara,2019-06-26,2019-06-27,Unknown,,37.494136,-121.534827,Mines Road and Turner Gulch in the San Antone Valley. ,FALSE,Mines Fire,,,Unknown,,,
148,19416,2019,Placer,2019-06-26,2019-06-27,Unknown,,38.73817,-121.39419,"Watt Ave & Dyer Road, northeast of Rio Linda",FALSE,Dyer Fire,,,Unknown,,,
20,19436,2019,Riverside,2019-06-27,2019-06-27,Unknown,,33.80493,-117.15738,Nuevo Road and Menifee Road,FALSE,Nuevo Fire,,,Unknown,,,
2,19438,2019,Nevada,2019-06-28,2019-06-28,Unknown,,39.40972222,-121.0005556,"Off of  Long Point Road and Old Mill Road, Southeast of Camptonville in Nevada County ",FALSE,Long Fire,,,Unknown,,,
28,19466,2019,San Diego,2019-06-29,2019-06-30,Unknown,,32.62305556,-116.9141667,"East of the Lower Otay Reservoir, East of Chula Vista",FALSE,Otay Fire,,,Unknown,,,
214,19680,2019,Riverside,2019-06-29,2019-06-30,Unknown,,33.911,-116.980528,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",FALSE,Wolf Fire ,,,Unknown,,,
210,19890,2019,Merced,2019-06-29,2019-07-02,Unknown,,37.312877,-120.242411,"Off of Merced Fall Road and La Grange Road, East of Snelling",FALSE,Merced Fire ,,,Unknown,,,
12,19902,2019,Butte,2019-06-29,2019-06-29,Unknown,,39.32889,-121.23431,"Off Craig Access Road, Near Lake Oroville ",FALSE,Mayberry Fire ,,,Unknown,,,
74,19976,2019,Santa Clara,2019-07-02,2019-07-02,Unknown,,37.18904,-121.694968,Northbound US 101 at Coyote Creek Golf Drive in San Jose,FALSE,Coyote Fire,,,Unknown,,,
283,20259,2019,San Joaquin,2019-07-03,2019-07-05,Unknown,,37.63206,-121.538382,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",FALSE,Hollow Fire,,,Unknown,,,
25,20284,2019,Alameda,2019-07-05,2019-07-05,Unknown,,37.469,-121.3697,"Christensen Road, Near Bethany Reservoir ",FALSE,Bikeway Fire,,,Unknown,,,
24,20308,2019,Contra Costa,2019-07-05,2019-07-05,Unknown,,37.99837,-122.16201, Franklin Canyon Rd. ,FALSE,Fellow Fire,,,Unknown,,,
30,20338,2019,Shasta,2019-07-05,2019-07-06,Unknown,,40.41741,-122.767256,Near Yolla Bolla Rd & Roaring Creek in Igo,FALSE,Ranch Fire,,,Unknown,,,
263,20601,2019,Lassen,2019-07-05,2019-07-06,Unknown,,40.679318,-120.392768,"Snowstorm Rd, south of Ravendale",FALSE,Snowstorm Fire,,,Unknown,,,
38,20639,2019,Yuba,2019-07-06,,Unknown,,39.06066,-121.35014,"Camp Far West rd & Nisenan Ln, northeast of Wheatland",FALSE,Far Fire,,,Unknown,,,
244,20883,2019,Mariposa,2019-07-08,,Unknown,,37.524378,-120.296551,"McSwain Entrance and Lake McClure Rd, Hornitos",FALSE,Lake Fire,,,Unknown,,,
974,21857,2019,San Luis Obispo,2019-07-08,2019-07-09,Unknown,,35.63111111,-120.2691667,Gillis Canyon and South East of Shandon,FALSE,Gillis Fire,,,Unknown,,,
190,22047,2019,Monterey,2019-07-09,2019-07-10,Unknown,,35.95191,-120.8092,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",FALSE,Sargent Fire,,,Unknown,,,
20,22067,2019,Riverside,2019-07-11,2019-07-11,Unknown,,33.69055556,-116.953889,Off of Girard Street and Quiet Hills Drive ,FALSE,Gibbel Fire ,,,Unknown,,,
100,22167,2019,San Diego,2019-07-12,2019-07-15,Unknown,,32.566389,-116.7525,Off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border,FALSE,Border Fire,,,Unknown,,,
80,22247,2019,Riverside,2019-07-12,2019-07-17,Unknown,,33.56938,-116.07896,"Lincoln St and Ave 66, Mecca, 6 miles south of Coachella",FALSE,Lincoln Fire,,,Unknown,,,
22,22269,2019,Alameda,2019-07-12,2019-07-12,Unknown,,37.093243,-121.586846,"patterson pass and mid way, eastern",FALSE,Mid Fire,,,Unknown,,,
30,22299,2019,Shasta,2019-07-12,,Unknown,,40.463936,-122.435492,"Blue Horse Rd and Saddle Trail, 2 miles NW of Olinda",FALSE,Horse Fire,,,Unknown,,,
96,22395,2019,Riverside,2019-07-13,2019-07-13,Unknown,,33.8128372,-117.1228851,27000 block of Orange Avenue in Nuevo,FALSE,Orange fire,,,Unknown,,,
